,title,artist,rank,date,total_swear,percent_swear
13571,"The Right Kind Of Love (From ""Beverly Hills, 90210"")",Jeremy Jordan,16,1993-03-20,0.0,0.0
13572,Pleasure,The Soup Dragons,69,1992-12-26,0.0,0.0
13573,"Give It Up, Turn It Loose",En Vogue,17,1993-02-06,0.0,0.0
13574,Quality Time,Hi-Five,38,1993-01-23,0.0,0.0
13575,Heal The World,Michael Jackson,27,1993-03-20,0.0,0.0
13576,I Love You Period,Dan Baird,26,1993-01-23,0.0,0.0
13577,Everything's Gonna Be Alright,Father M.C.,41,1993-02-20,1.0,0.001694915254237288
13578,Homies,Lighter Shade Of Brown,57,1993-01-09,1.0,0.0020408163265306124
13579,"Baby, I Believe In You",George LaMond,66,1992-12-12,0.0,0.0
13580,Crazy Love,CeCe Peniston,97,1992-12-26,0.0,0.0
13581,Steam,Peter Gabriel,32,1993-02-06,0.0,0.0
13582,Mr. Wendal,Arrested Development,6,1993-02-20,0.0,0.0
13583,I Got A Man,Positive K,14,1993-03-20,1.0,0.0010080645161290322
13584,Reminisce,Mary J. Blige,57,1992-12-26,0.0,0.0
13585,Ditty,Paperboy,10,1993-05-01,3.0,0.0033707865168539327
13586,Sleeping With You,Firehouse,78,1993-01-23,0.0,0.0
13587,No Mistakes,Patty Smyth,34,1993-02-20,0.0,0.0
13588,Love's Taken Over,Chante Moore,89,1993-01-09,0.0,0.0
13589,Irresistible,Cathy Dennis,62,1993-02-06,0.0,0.0
13590,This Could Be The One,Bad Company,87,1992-12-26,0.0,0.0
13591,Don't Walk Away,Jade,5,1993-04-17,0.0,0.0
13592,A Whole New World (Aladdin's Theme),Peabo Bryson & Regina Belle,1,1993-03-06,0.0,0.0
13593,Murder She Wrote,Chaka Demus & Pliers,57,1993-02-06,3.0,0.003500583430571762
13594,Dazzey Duks,Duice,12,1993-07-24,2.0,0.002430133657351154
13595,"I'm Every Woman (From ""The Bodyguard"")",Whitney Houston,4,1993-02-20,0.0,0.0
13596,Right Here,SWV,92,1993-01-09,0.0,0.0
13597,Ordinary World,Duran Duran,3,1993-02-20,0.0,0.0
13598,Informer,Snow,1,1993-03-20,0.0,0.0
13599,Punks Jump Up To Get Beat Down,Brand Nubian,77,1993-01-09,11.0,0.014066496163682864
13600,Tell The Truth,Jude Cole,60,1993-03-06,0.0,0.0
13601,I'm Gonna Get You,Bizarre Inc,47,1993-06-12,0.0,0.0
13602,Little Bird,Annie Lennox,51,1993-03-06,0.0,0.0
13603,That's What Love Can Do,Boy Krazy,18,1993-03-06,0.0,0.0
13604,Bed Of Roses,Bon Jovi,10,1993-03-06,0.0,0.0
13605,Comforter,Shai,10,1993-04-17,0.0,0.0
13606,Rebirth Of Slick (Cool Like Dat),Digable Planets,15,1993-03-06,2.0,0.0031007751937984496
13607,"Love Is (From ""Beverly Hills, 90210"")",Vanessa Williams/Brian McKnight,3,1993-05-15,0.0,0.0
13608,Get Away,Bobby Brown,14,1993-02-20,1.0,0.0015723270440251573
13609,Hip Hop Hooray,Naughty By Nature,8,1993-03-06,1.0,0.0015527950310559005
13610,Gangsta Bitch,Apache,67,1993-03-06,68.0,0.08489388264669163
13611,Two Princes,Spin Doctors,8,1993-04-17,0.0,0.0
13612,Angel,Jon Secada,19,1993-04-17,0.0,0.0
13613,"Nuthin' But A ""G"" Thang",Dr. Dre,2,1993-03-20,23.0,0.026806526806526808
13614,Stand,Poison,54,1993-03-06,1.0,0.004424778761061947
13615,Losin' Myself,Debbie Gibson,91,1993-02-20,0.0,0.0
13616,Hat 2 Da Back,TLC,30,1993-03-20,2.0,0.002551020408163265
13617,Man On The Moon,R.E.M.,30,1993-04-03,0.0,0.0
13618,I'm So Into You,SWV,7,1993-05-01,0.0,0.0
13619,Happy Days,Silk,87,1993-02-20,0.0,0.0
13620,Sweet Thing,Mary J. Blige,28,1993-03-06,0.0,0.0
13621,Freak Me,Silk,1,1993-05-01,0.0,0.0
13622,Bad Girl,Madonna,39,1993-03-20,0.0,0.0
13623,Passionate Kisses,Mary Chapin Carpenter,62,1993-04-03,0.0,0.0
13624,Come In Out Of The Rain,Wendy Moten,59,1993-04-17,0.0,0.0
13625,Supermodel (You Better Work),RuPaul,50,1993-04-17,0.0,0.0
13626,Sweet Thing,Mick Jagger,84,1993-02-20,0.0,0.0
13627,Cat's In The Cradle,Ugly Kid Joe,7,1993-04-17,0.0,0.0
13628,So Alone,Men At Large,32,1993-04-17,0.0,0.0
13629,If I Ever Lose My Faith In You,Sting,17,1993-05-01,0.0,0.0
13630,Beautiful Girl,INXS,50,1993-04-03,0.0,0.0
13631,Toss-Up,N2Deep,97,1993-02-20,1.0,0.0019455252918287938
13632,Stop The World,Extreme,95,1993-02-20,0.0,0.0
13633,Hope Of Deliverance,Paul McCartney,87,1993-03-06,0.0,0.0
13634,I See Your Smile,Gloria Estefan,48,1993-04-03,0.0,0.0
13635,Nothin' My Love Can't Fix,Joey Lawrence,19,1993-05-15,0.0,0.0
13636,Tap The Bottle,Young Black Teenagers,56,1993-04-03,3.0,0.004464285714285714
13637,Dedicated,R. Kelly & Public Announcement,31,1993-05-29,0.0,0.0
13638,Love U More,Sunscreem,36,1993-05-01,0.0,0.0
13639,Simple Life,Elton John,30,1993-04-17,0.0,0.0
13640,I Feel You,Depeche Mode,42,1993-03-20,0.0,0.0
13641,It Was A Good Day,Ice Cube,15,1993-05-01,17.0,0.03262955854126679
13642,Candy Everybody Wants,"10,000 Maniacs",68,1993-04-03,0.0,0.0
13643,Who Got The Props,Black Moon,86,1993-03-20,3.0,0.0023752969121140144
13644,I Have Nothing,Whitney Houston,4,1993-04-03,0.0,0.0
13645,"The Crying Game (From ""The Crying Game"")",Boy George,15,1993-05-15,0.0,0.0
13646,What You Won't Do For Love,Go West,55,1993-04-17,0.0,0.0
13647,Born 2 B.R.E.E.D.,Monie Love,89,1993-03-20,0.0,0.0
13648,Give It To You,Martha Wash,96,1993-03-20,0.0,0.0
13649,Save Your Love,Bad Boys Blue,89,1993-04-03,0.0,0.0
13650,Kiss Of Life,Sade,79,1993-05-01,0.0,0.0
13651,Somebody Love Me,Michael W. Smith,72,1993-04-03,0.0,0.0
13652,She's Not Cryin' Anymore,Billy Ray Cyrus,70,1993-04-03,0.0,0.0
13653,Looking Through Patient Eyes,P.M. Dawn,6,1993-05-29,0.0,0.0
13654,Down With The King,Run-D.M.C.,21,1993-05-01,4.0,0.005082592121982211
13655,Easy,Faith No More,58,1993-04-03,0.0,0.0
13656,The Morning Papers,Prince And The New Power Generation,44,1993-05-15,0.0,0.0
13657,Throw Ya Gunz,Onyx,81,1993-04-03,10.0,0.014025245441795231
13658,Tell Me What You Dream,Restless Heart Featuring Warren Hill,43,1993-05-15,0.0,0.0
13659,Connected,Stereo MC's,20,1993-06-12,0.0,0.0
13660,Three Little Pigs,Green Jelly,17,1993-06-12,1.0,0.0015552099533437014
13661,Love Don't Love You,En Vogue,37,1993-05-29,0.0,0.0
13662,Buddy X,Neneh Cherry,43,1993-05-01,0.0,0.0
13663,Love Me Or Leave Me Alone,Brand Nubian,92,1993-04-03,5.0,0.006702412868632708
13664,Funky Child,Lords Of The Underground,74,1993-05-01,2.0,0.0031496062992125984
13665,If I Could,Regina Belle,56,1993-06-12,0.0,0.0
13666,Show Me Love,Robin S.,5,1993-06-12,0.0,0.0
13667,Tonight,Def Leppard,62,1993-05-01,0.0,0.0
13668,I'll Never Get Over You (Getting Over Me),Expose,8,1993-07-24,0.0,0.0
13669,Roll Wit Tha Flava,The Flavor Unit MC's,86,1993-04-03,10.0,0.012642225031605562
13670,Typical Reasons (Swing My Way),Prince Markie Dee And The Soul Convention,64,1993-06-12,2.0,0.0037105751391465678
13671,How I'm Comin',LL Cool J,57,1993-04-03,0.0,0.0
13672,Sleeping Satellite,Tasmin Archer,36,1993-05-29,0.0,0.0
13673,Knockin' Da Boots,H-Town,3,1993-05-29,0.0,0.0
13674,Touch My Light,Big Mountain,52,1993-06-12,0.0,0.0
13675,So Close,Dina Carroll,95,1993-04-17,0.0,0.0
13676,Come Undone,Duran Duran,7,1993-06-26,0.0,0.0
13677,Alibis,Tracy Lawrence,72,1993-06-12,0.0,0.0
13678,Livin' On The Edge,Aerosmith,18,1993-06-12,0.0,0.0
13679,Who Is It,Michael Jackson,14,1993-05-15,1.0,0.0010718113612004287
13680,Have I Told You Lately,Rod Stewart,5,1993-06-26,0.0,0.0
13681,"Bad Boys (Theme From ""Cops"")",Inner Circle,8,1993-06-12,0.0,0.0
13682,It's My Life,Dr. Alban,88,1993-05-15,0.0,0.0
13683,Every Little Thing U Do,Christopher Williams,75,1993-05-29,0.0,0.0
13684,What's Up?,4 Non Blondes,16,1993-07-10,0.0,0.0
13685,Passin' Me By,The Pharcyde,54,1993-06-12,4.0,0.004705882352941176
13686,La La Love,Bobby Ross Avila,95,1993-05-15,0.0,0.0
13687,Wannagirl,Jeremy Jordan,29,1993-06-12,0.0,0.0
13688,Bow Wow Wow,Funkdoobiest,94,1993-05-01,4.0,0.011428571428571429
13689,"Whoot, There It Is",95 South,12,1993-08-21,0.0,0.0
13690,That's The Way Love Is,Bobby Brown,57,1993-05-15,0.0,0.0
13691,Regret,New Order,28,1993-07-10,0.0,0.0
13692,More And More,Captain Hollywood Project,17,1993-06-26,1.0,0.0026954177897574125
13693,That's The Way Love Goes,Janet Jackson,1,1993-05-15,0.0,0.0
13694,Weak,SWV,1,1993-07-10,0.0,0.0
13695,In These Arms,Bon Jovi,27,1993-06-12,0.0,0.0
13696,Somebody To Love,George Michael & Queen,30,1993-05-29,0.0,0.0
13697,Six Feet Deep,Geto Boys,40,1993-06-12,2.0,0.0029717682020802376
13698,Lost In Your Eyes,The Jeff Healey Band,91,1993-05-15,0.0,0.0
13699,"Girl, I've Been Hurt",Snow,19,1993-06-26,0.0,0.0
13700,Give Him A Love He Can Feel,Tene Williams,87,1993-05-29,0.0,0.0
13701,I Love The Way You Love Me,John Michael Montgomery,60,1993-06-12,0.0,0.0
13702,Dre Day,Dr. Dre,8,1993-07-10,36.0,0.04681404421326398
13703,Feed The Tree,Belly,97,1993-05-29,0.0,0.0
13704,"Can't Help Falling In Love (From ""Sliver"")",UB40,1,1993-07-24,0.0,0.0
13705,Cry No More,II D Extreme,48,1993-07-24,0.0,0.0
13706,Love No Limit,Mary J. Blige,44,1993-06-26,0.0,0.0
13707,Whoomp! (There It Is),Tag Team,2,1993-08-07,6.0,0.007272727272727273
13708,Gold Diggin' Girls,MC Nas-D & DJ Fred,91,1993-06-12,1.0,0.0022222222222222222
13709,Good Times With Bad Boys,Boy Krazy,61,1993-07-10,0.0,0.0
13710,Don't Take Away My Heaven,Aaron Neville,61,1993-07-24,0.0,0.0
13711,By The Time This Night Is Over,Kenny G With Peabo Bryson,27,1993-07-24,0.0,0.0
13712,"I Don't Wanna Fight (From ""What's Love Got To Do With It"")",Tina Turner,10,1993-08-07,0.0,0.0
13713,Little Miracles (Happen Every Day),Luther Vandross,62,1993-06-12,0.0,0.0
13714,The Floor,Johnny Gill,57,1993-06-12,0.0,0.0
13715,Slam,Onyx,4,1993-08-21,1.0,0.0015552099533437014
13716,If I Had No Loot,Tony Toni Tone,7,1993-08-07,0.0,0.0
13717,Something's Goin' On,U.N.V.,32,1993-08-07,0.0,0.0
13718,One Last Cry,Brian McKnight,13,1993-09-18,0.0,0.0
13719,I'm Gonna Be (500 Miles),The Proclaimers,3,1993-08-21,0.0,0.0
13720,Walking In My Shoes,Depeche Mode,72,1993-07-10,0.0,0.0
13721,Lately,Jodeci,4,1993-09-04,0.0,0.0
13722,ABC-123,Levert,50,1993-07-10,2.0,0.002105263157894737
13723,One Woman,Jade,22,1993-07-24,0.0,0.0
13724,Can't Get Enough Of Your Love,Taylor Dayne,20,1993-07-24,0.0,0.0
13725,Runaway Train,Soul Asylum,5,1993-09-04,0.0,0.0
13726,A Bad Goodbye,Clint Black With Wynonna,43,1993-07-10,0.0,0.0
13727,Fields Of Gold,Sting,23,1993-07-24,0.0,0.0
13728,Baby I'm Yours,Shai,10,1993-09-18,0.0,0.0
13729,Do Da What,1 Of The Girls,81,1993-07-10,0.0,0.0
13730,I Should Be Laughing,Patty Smyth,91,1993-07-10,0.0,0.0
13731,It's On,Naughty By Nature,78,1993-07-10,5.0,0.008818342151675485
13732,Should've Been A Cowboy,Toby Keith,93,1993-06-26,0.0,0.0
13733,Creep,Radiohead,34,1993-09-04,3.0,0.016129032258064516
13734,Run To You,Whitney Houston,31,1993-07-24,0.0,0.0
13735,Humps For The Blvd.,Rodney O & Joe Cooley,85,1993-06-26,5.0,0.013020833333333334
13736,I'm Free,Jon Secada,29,1993-08-07,0.0,0.0
13737,Back Seat (Of My Jeep),LL Cool J,47,1993-07-24,1.0,0.0012642225031605564
13738,Dur Dur D'etre BeBe! (It's Tough To Be A Baby),Jordy,58,1993-07-10,0.0,0.0
13739,Girl U For Me/Lose Control,Silk,29,1993-07-10,2.0,0.00338409475465313
13740,What's Up Doc? (Can We Rock),Fu-Schnickens W/ Shaquille O'Neal,46,1993-08-21,5.0,0.005773672055427252
13741,Ooh Child,Dino,28,1993-09-18,0.0,0.0
13742,Wide River,The Steve Miller Band,64,1993-08-07,0.0,0.0
13743,Chattahoochee,Alan Jackson,48,1993-08-21,0.0,0.0
13744,Killer/Papa Was A Rollin' Stone,George Michael,69,1993-07-24,0.0,0.0
13745,I Like It,Jomanda,83,1993-07-10,0.0,0.0
13746,Believe,Lenny Kravitz,61,1993-08-21,0.0,0.0
13747,Very Special,"Big Daddy Kane Feat. Spinderella, L. Williams & K. Anderson",31,1993-10-16,0.0,0.0
13748,U Don't Hear Me Tho',Rodney O & Joe Cooley,94,1993-07-10,8.0,0.0121765601217656
13749,Chief Rocka,Lords Of The Underground,55,1993-09-04,2.0,0.0024183796856106408
13750,Step It Up,Stereo MC's,58,1993-09-04,0.0,0.0
13751,Pets,Porno For Pyros,67,1993-07-24,2.0,0.00966183574879227
13752,Tell Me Why,Wynonna,77,1993-07-10,0.0,0.0
13753,I Get Around,2Pac,11,1993-10-02,0.0,0.0
13754,"Get It Up (From ""Poetic Justice"")",TLC,42,1993-07-24,0.0,0.0
13755,Another Sad Love Song,Toni Braxton,8,1993-10-02,0.0,0.0
13756,Insane In The Brain,Cypress Hill,20,1993-09-04,11.0,0.022494887525562373
13757,Will You Be There,Michael Jackson,7,1993-10-02,0.0,0.0
13758,Right Here (Human Nature)/Downtown,SWV,2,1993-10-02,0.0,0.0
13759,Rain,Madonna,16,1993-09-18,0.0,0.0
13760,Hey Jealousy,Gin Blossoms,25,1993-10-16,0.0,0.0
13761,The Ways Of The Wind,P.M. Dawn,54,1993-09-04,0.0,0.0
13762,Ruffneck,MC Lyte,35,1993-10-16,5.0,0.010245901639344262
13763,If,Janet Jackson,4,1993-09-18,1.0,0.0017667844522968198
13764,Stay Forever,Joey Lawrence,52,1993-09-04,0.0,0.0
13765,Even A Fool Can See,Peter Cetera,68,1993-07-24,0.0,0.0
13766,Break It Down Again,Tears For Fears,26,1993-10-02,0.0,0.0
13767,Check Yo Self,Ice Cube Featuring Das EFX,20,1993-08-07,21.0,0.02949438202247191
13768,In The Heart Of A Woman,Billy Ray Cyrus,78,1993-08-21,0.0,0.0
13769,That's What Little Girls Are Made Of,Raven-Symone,68,1993-08-21,0.0,0.0
13770,The Bonnie And Clyde Theme,Yo-Yo,74,1993-08-21,22.0,0.03076923076923077
13771,Lick U Up,H-Town,67,1993-08-21,0.0,0.0
13772,Sweat (A La La La La Long),Inner Circle,16,1993-10-16,0.0,0.0
13773,Mega Medley,Zapp & Roger,54,1993-09-18,0.0,0.0
13774,Let Me Roll,Scarface,87,1993-08-21,0.0,0.0
13775,Cryin',Aerosmith,13,1993-10-02,0.0,0.0
13776,What Might Have Been,Little Texas,74,1994-03-05,0.0,0.0
13777,Dreamlover,Mariah Carey,1,1993-09-18,0.0,0.0
13778,Boom! Shake The Room,Jazzy Jeff & The Fresh Prince,14,1993-10-02,0.0,0.0
13779,The River Of Dreams,Billy Joel,3,1993-10-16,0.0,0.0
13780,For The Cool In You,Babyface,81,1993-08-21,0.0,0.0
13781,Love For Love,Robin S.,56,1993-09-18,0.0,0.0
13782,Few And Far Between,"10,000 Maniacs",95,1993-08-21,0.0,0.0
13783,Gotta Get Mine,M.C. Breed,96,1993-08-21,19.0,0.019289340101522844
13784,Better Than You,Lisa Keith,37,1993-10-30,0.0,0.0
13785,I'll Sleep When I'm Dead,Bon Jovi,97,1993-08-21,0.0,0.0
13786,Oh Carolina,Shaggy,61,1993-10-16,0.0,0.0
13787,Something In Your Eyes,Bell Biv DeVoe,38,1993-10-16,0.0,0.0
13788,In My Nature,Nuttin' Nyce,86,1993-08-21,0.0,0.0
13789,No Rain,Blind Melon,20,1993-10-30,0.0,0.0
13790,Reason To Believe,Rod Stewart,19,1993-10-02,0.0,0.0
13791,Delicate,Terence Trent D'Arby,75,1993-10-02,0.0,0.0
13792,Too Much Information,Duran Duran,45,1993-10-16,0.0,0.0
13793,Come Inside,Intro,33,1993-10-30,0.0,0.0
13794,Come Baby Come,K7,18,1993-12-11,0.0,0.0
13795,I'm In Luv,Joe,64,1993-10-16,0.0,0.0
13796,Hey Mr. D.J.,Zhane,6,1993-10-30,0.0,0.0
13797,Hopelessly,Rick Astley,30,1993-10-16,0.0,0.0
13798,Sunday Morning,"Earth, Wind & Fire",53,1993-10-02,0.0,0.0
13799,What Is Love,Haddaway,11,1993-10-30,0.0,0.0
13800,"Soul To Squeeze (From ""Coneheads"")",Red Hot Chili Peppers,23,1993-10-02,0.0,0.0
13801,I'd Do Anything For Love (But I Won't Do That),Meat Loaf,1,1993-11-13,1.0,0.0010351966873706005
13802,Everybody Hurts,R.E.M.,29,1993-11-13,0.0,0.0
13803,Pink Cashmere,Prince,50,1993-10-02,0.0,0.0
13804,Just Kickin' It,Xscape,4,1993-10-30,16.0,0.025437201907790145
13805,All That She Wants,Ace Of Base,2,1993-11-13,0.0,0.0
13806,Heaven Knows,Luther Vandross,94,1993-09-18,0.0,0.0
13807,Breakadawn,De La Soul,77,1993-10-02,1.0,0.001152073732718894
13808,Human Wheels,John Mellencamp,48,1993-11-13,0.0,0.0
13809,World (The Price Of Love),New Order,94,1993-10-02,0.0,0.0
13810,"Two Steps Behind (From ""Last Action Hero"")",Def Leppard,14,1993-10-16,0.0,0.0
13811,Let Me Ride,Dr. Dre,34,1993-10-16,30.0,0.033185840707964605
13812,Anniversary,Tony Toni Tone,10,1993-10-30,0.0,0.0
13813,I'm In A Philly Mood,Daryl Hall,82,1993-10-02,0.0,0.0
13814,Send Me A Lover,Taylor Dayne,50,1993-11-13,0.0,0.0
13815,Push The Feeling On,Nightcrawlers,86,1993-10-02,0.0,0.0
13816,"Indo Smoke (From ""Poetic Justice"")",Mista Grimm,56,1993-10-30,18.0,0.018442622950819672
13817,Loving Arms,Darden Smith,96,1993-10-02,0.0,0.0
13818,Stay Real,Erick Sermon,93,1993-10-02,2.0,0.003284072249589491
13819,Nothing 'Bout Me,Sting,57,1993-11-13,0.0,0.0
13820,Wild World,Mr. Big,27,1993-11-27,0.0,0.0
13821,Jimmy Olsen's Blues,Spin Doctors,78,1993-10-30,0.0,0.0
13822,"Easy Come, Easy Go",George Strait,71,1993-10-16,0.0,0.0
13823,Can We Talk,Tevin Campbell,9,1994-01-22,0.0,0.0
13824,Shoop,Salt-N-Pepa,5,1993-11-27,4.0,0.004830917874396135
13825,Breathe Again,Toni Braxton,3,1994-01-22,0.0,0.0
13826,Dreams,Gabrielle,26,1994-01-22,0.0,0.0
13827,Written On Ya Kitten,Naughty By Nature,95,1993-10-16,4.0,0.006482982171799027
13828,The Grand Tour,Aaron Neville,93,1993-10-16,0.0,0.0
13829,Shifftee,Onyx,92,1993-10-16,13.0,0.023593466424682397
13830,Flow Joe,Fat Joe,91,1993-10-16,7.0,0.00823529411764706
13831,Jessie,Joshua Kadison,26,1994-02-05,0.0,0.0
13832,Method Man,Wu-Tang Clan,71,1993-11-27,16.0,0.01818181818181818
13833,Higher Ground,UB40,51,1993-12-11,0.0,0.0
13834,Fields Of Gray,Bruce Hornsby,69,1993-11-27,0.0,0.0
13835,"Never Should've Let You Go (From ""Sister Act 2"")",Hi-Five,30,1993-12-25,0.0,0.0
13836,As Long As I Can Dream,Expose,55,1993-12-11,0.0,0.0
13837,What's It To You,Clay Walker,73,1993-10-30,0.0,0.0
13838,Sex Me (Parts I & II),R. Kelly,22,1993-11-27,1.0,0.0006825938566552901
13839,(I Know I Got) Skillz,Shaquille O'Neal,35,1993-11-27,2.0,0.0025031289111389237
13840,Slow And Easy,Zapp & Roger,43,1994-01-22,0.0,0.0
13841,Never Keeping Secrets,Babyface,17,1994-02-05,1.0,0.003246753246753247
13842,I'm A Player,Too $hort,85,1993-10-30,22.0,0.03508771929824561
13843,Time And Chance,Color Me Badd,23,1993-12-11,0.0,0.0
13844,Paying The Price Of Love,Bee Gees,75,1993-11-27,0.0,0.0
13845,Both Sides Of The Story,Phil Collins,25,1993-11-27,0.0,0.0
13846,Linger,The Cranberries,12,1994-01-22,0.0,0.0
13847,Keep Ya Head Up,2Pac,12,1994-01-08,1.0,0.001053740779768177
13848,Why Must We Wait Until Tonight,Tina Turner,100,1993-10-30,0.0,0.0
13849,Again,Janet Jackson,1,1993-12-11,0.0,0.0
13850,Hero,Mariah Carey,1,1993-12-25,0.0,0.0
13851,Please Forgive Me,Bryan Adams,7,1994-01-22,0.0,0.0
13852,Freakit,Das EFX,43,1993-11-27,8.0,0.014059753954305799
13853,Award Tour,A Tribe Called Quest,50,1994-01-08,4.0,0.005063291139240506
13854,"I Can See Clearly Now (From ""Cool Runnings"")",Jimmy Cliff,19,1994-02-05,0.0,0.0
13855,Because The Night,"10,000 Maniacs",11,1994-02-19,0.0,0.0
13856,Your Love Keeps Working On Me,Jody Watley,100,1993-11-13,0.0,0.0
13857,All About Soul,Billy Joel,29,1993-12-25,0.0,0.0
13858,Into Your Arms,The Lemonheads,67,1993-12-25,0.0,0.0
13859,Happenin' All Over Again,Lonnie Gordon,98,1993-11-13,0.0,0.0
13860,Looking For Mr. Do Right,Jade,70,1993-12-11,2.0,0.002789400278940028
13861,God Blessed Texas,Little Texas,55,1994-01-08,0.0,0.0
13862,93 'Til Infinity,Souls Of Mischief,76,1993-12-11,10.0,0.008841732979664015
13863,Mr. Vain,Culture Beat,17,1994-01-22,0.0,0.0
13864,Real Muthaphuckkin G's,Eazy-E,42,1994-01-08,41.0,0.035012809564474806
13865,Said I Loved You...But I Lied,Michael Bolton,6,1994-01-22,0.0,0.0
13866,Getto Jam,Domino,9,1994-02-19,8.0,0.02077922077922078
13867,I'll Be Loving You,Collage,56,1994-01-08,0.0,0.0
13868,All For Love,Bryan Adams/Rod Stewart/Sting,1,1994-01-22,0.0,0.0
13869,U.N.I.T.Y.,Queen Latifah,25,1994-01-08,16.0,0.01609657947686117
13870,Found Out About You,Gin Blossoms,25,1994-02-05,0.0,0.0
13871,Cantaloop (Flip Fantasia),US3,9,1994-03-05,0.0,0.0
13872,True Love,Elton John & Kiki Dee,56,1993-12-25,0.0,0.0
13873,The Power Of Love,Celine Dion,1,1994-02-19,0.0,0.0
13874,I'm Real,Kris Kross,86,1993-12-11,6.0,0.008152173913043478
13875,Cry For You,Jodeci,15,1994-02-19,1.0,0.0022935779816513763
13876,Give It Up,The Goodmen,71,1993-12-25,0.0,0.0
13877,The Song Remembers When,Trisha Yearwood,82,1994-01-08,0.0,0.0
13878,Commitment Of The Heart,Clive Griffin,96,1993-11-27,0.0,0.0
13879,What's My Name?,Snoop Dogg,8,1994-01-08,16.0,0.02882882882882883
13880,Cannonball,The Breeders,44,1994-03-05,2.0,0.015151515151515152
13881,Goody Goody,Lisette Melendez,53,1994-02-05,0.0,0.0
13882,Miss You In A Heartbeat,Def Leppard,39,1994-01-22,0.0,0.0
13883,I'm Looking For The One (To Be With Me),Jazzy Jeff & The Fresh Prince,82,1993-12-25,0.0,0.0
13884,Fast As You,Dwight Yoakam,70,1994-01-08,0.0,0.0
13885,Let It Snow,Boyz II Men,32,1994-01-08,0.0,0.0
13886,Amazing,Aerosmith,24,1994-01-22,0.0,0.0
13887,Really Doe,Ice Cube,54,1993-12-11,46.0,0.05336426914153132
13888,"Stay (Faraway, So Close!)",U2,61,1994-01-08,0.0,0.0
13889,Here Come The Lords,Lords Of The Underground,98,1993-12-25,2.0,0.002296211251435132
13890,Life (Everybody Needs Somebody To Love),Haddaway,42,1994-01-22,0.0,0.0
13891,Betcha'll Never Find,Chantay Savage,70,1994-02-19,0.0,0.0
13892,Rubberband Girl,Kate Bush,88,1993-12-25,0.0,0.0
13893,Will You Be There (In The Morning),Heart,39,1994-02-19,0.0,0.0
13894,Mary Jane's Last Dance,Tom Petty And The Heartbreakers,14,1994-03-19,2.0,0.007662835249042145
13895,John Deere Green,Joe Diffie,69,1994-01-08,0.0,0.0
13896,Rock With You,Inner Circle,99,1993-12-25,0.0,0.0
13897,Understanding,Xscape,8,1994-02-19,0.0,0.0
13898,Addams Family (Whoomp!),Tag Team,84,1994-01-08,0.0,0.0
13899,We Ain't Goin' Out Like That,Cypress Hill,80,1994-01-22,8.0,0.013888888888888888
13900,Funk Dat/Why Is It?,Sagat,63,1994-02-19,0.0,0.0
13901,Having A Party,Rod Stewart,36,1994-02-19,0.0,0.0
13902,Dunkie Butt (Please Please Please),12 Gauge,28,1994-04-16,1.0,0.001122334455667789
13903,The Sign,Ace Of Base,1,1994-05-14,0.0,0.0
13904,I Never Knew Love,Doug Stone,81,1994-01-08,0.0,0.0
13905,You Don't Have To Worry,Mary J. Blige,66,1994-02-19,0.0,0.0
13906,So Much In Love,All-4-One,6,1994-03-19,0.0,0.0
13907,Always On My Mind,SWV,54,1994-02-19,0.0,0.0
13908,Groove Thang,Zhane,18,1994-03-05,0.0,0.0
13909,Now And Forever,Richard Marx,7,1994-03-19,0.0,0.0
13910,Choose,Color Me Badd,23,1994-02-19,0.0,0.0
13911,Stay,Eternal,20,1994-03-19,0.0,0.0
13912,I'm In Love,Lisa Keith,84,1994-01-22,0.0,0.0
13913,(Lay Your Head On My) Pillow,Tony Toni Tone,33,1994-02-19,0.0,0.0
13914,U Send Me Swingin',Mint Condition,36,1994-03-19,0.0,0.0
13915,Whatta Man,Salt-N-Pepa Featuring En Vogue,3,1994-03-05,0.0,0.0
13916,Rock And Roll Dreams Come Through,Meat Loaf,13,1994-03-19,2.0,0.003205128205128205
13917,Everyday,Phil Collins,24,1994-03-19,0.0,0.0
13918,Because Of Love,Janet Jackson,10,1994-03-19,0.0,0.0
13919,If That's Your Boyfriend (He Wasn't Last Night),MeShell Ndegeocello,73,1994-03-05,1.0,0.0019230769230769232
13920,Come Clean,Jeru The Damaja,88,1994-02-05,33.0,0.03506907545164718
13921,Mmm Mmm Mmm Mmm,Crash Test Dummies,4,1994-04-16,0.0,0.0
13922,Boom Shak A-Tack,Born Jamericans,92,1994-02-05,1.0,0.0014245014245014246
13923,Laid,James,64,1994-03-05,0.0,0.0
13924,Sound Of Da Police,KRS-One,89,1994-03-05,0.0,0.0
13925,Loser,Beck,10,1994-04-30,0.0,0.0
13926,Bump N' Grind,R. Kelly,1,1994-04-16,0.0,0.0
13927,Gin And Juice,Snoop Doggy Dogg,9,1994-03-19,18.0,0.0273972602739726
13928,Zunga Zeng,K7,62,1994-03-05,1.0,0.0014641288433382138
13929,Krazy,Blackgirl,99,1994-02-19,0.0,0.0
13930,It's All Good,M.C. Hammer,49,1994-03-05,0.0,0.0
13931,God,Tori Amos,74,1994-04-16,0.0,0.0
13932,Big Time Sensuality,Bjork,88,1994-02-19,0.0,0.0
