,title,artist,rank,date,total_swear,percent_swear
379,Wonderland By Night,Bert Kaempfert And His Orchestra,1,1961-01-16,0.0,0.0
380,Sweet Dreams,Don Gibson,93,1960-12-05,0.0,0.0
381,Fallen Angel,Webb Pierce,99,1960-11-21,0.0,0.0
382,Fools Rush In (Where Angels Fear To Tread),Brook Benton,24,1960-12-05,0.0,0.0
383,Are You Lonesome To-night?,Elvis Presley With The Jordanaires,1,1960-12-05,0.0,0.0
384,Hardhearted Hannah,Ray Charles,55,1960-12-05,0.0,0.0
385,"Corinna, Corinna",Ray Peterson,9,1961-01-16,0.0,0.0
386,Bumble Bee,LaVern Baker,46,1961-01-02,0.0,0.0
387,Gee,Jan & Dean,81,1960-12-05,0.0,0.0
388,I Gotta Know,Elvis Presley With The Jordanaires,27,1960-12-05,0.0,0.0
389,The Bells,James Brown,68,1960-12-19,0.0,0.0
390,Ruby,Ray Charles,28,1961-01-02,0.0,0.0
391,I Missed Me,Jim Reeves,49,1960-12-05,0.0,0.0
392,Come Rain Or Come Shine,Ray Charles,83,1960-12-05,0.0,0.0
393,Walk Slow,Little Willie John,48,1960-12-19,0.0,0.0
394,Rubber Ball,Bobby Vee,7,1961-01-16,0.0,0.0
395,Wings Of A Dove,Ferlin Husky,12,1961-02-13,0.0,0.0
396,Ramona,The Blue Diamonds,72,1960-12-19,0.0,0.0
397,Little Miss Blue,Dion,96,1960-12-05,0.0,0.0
398,Wonderland By Night,Anita Bryant,19,1961-01-02,0.0,0.0
399,Dance By The Light Of The Moon,The Olympics,47,1961-01-02,0.0,0.0
400,Have You Ever Been Lonely (Have You Ever Been Blue),Teresa Brewer,84,1960-12-19,0.0,0.0
401,The Hoochi Coochi Coo,Hank Ballard And The Midnighters,23,1961-01-30,0.0,0.0
402,Sad Mood,Sam Cooke,29,1960-12-19,0.0,0.0
403,Doll House,Donnie Brooks,34,1961-01-02,0.0,0.0
404,Blue Tango,Bill Black's Combo,16,1960-12-19,0.0,0.0
405,Shop Around,"The Miracles (featuring Bill ""Smokey"" Robinson)",3,1961-02-13,0.0,0.0
406,"Adeste Fideles (Oh, Come, All Ye Faithful)",Bing Crosby,58,1960-12-19,0.0,0.0
407,I'm Hurtin',Roy Orbison,30,1961-01-16,0.0,0.0
408,Calendar Girl,Neil Sedaka,4,1961-02-13,0.0,0.0
409,I Count The Tears,The Drifters,17,1961-01-30,0.0,0.0
410,I Idolize You,Ike & Tina Turner,82,1961-01-02,0.0,0.0
411,Utopia,Frank Gari,27,1961-03-13,0.0,0.0
412,Happy Days,Marv Johnson,58,1961-01-16,0.0,0.0
413,You Don't Want My Love,Andy Williams,64,1961-01-16,0.0,0.0
414,Baby Oh Baby,The Shells,21,1961-01-16,0.0,0.0
415,Christmas Auld Lang Syne,Bobby Darin,51,1961-01-02,0.0,0.0
416,Lovey Dovey,Buddy Knox,31,1961-01-16,0.0,0.0
417,White Christmas,The Drifters Featuring Clyde McPhatter And Bill Pinkney,88,1962-12-22,0.0,0.0
418,Your Other Love,The Flamingos,63,1961-01-02,0.0,0.0
419,The Puppet Song,Frankie Avalon,56,1961-01-02,0.0,0.0
420,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",11,2023-12-30,0.0,0.0
421,My Last Date (With You),Skeeter Davis,34,1961-01-16,0.0,0.0
422,A Perfect Love,Frankie Avalon,53,1961-01-16,0.0,0.0
423,Mister Livingston,Larry Verne,75,1961-01-02,0.0,0.0
424,White Christmas,Bing Crosby With Ken Darby Singers & John Scott Trotter & His Orchestra,12,1962-01-06,0.0,0.0
425,Jingle Bell Rock,Bobby Helms,3,2023-12-30,0.0,0.0
426,Rockin' Around The Christmas Tree,Brenda Lee,1,2023-12-16,0.0,0.0
427,C'est Si Bon (It's So Good),Conway Twitty,25,1961-01-30,0.0,0.0
428,"Yes, I'm Lonesome Tonight",Dodie Stevens,60,1961-01-30,0.0,0.0
429,We Have Love,Dinah Washington,76,1961-01-02,0.0,0.0
430,There's A Moon Out Tonight,The Capris,3,1961-02-27,0.0,0.0
431,There She Goes,Jerry Wallace,26,1961-01-30,0.0,0.0
432,"Oh, How I Miss You Tonight",Jeanne Black,63,1961-01-16,0.0,0.0
433,This Is My Story,Mickey & Sylvia,100,1961-01-02,0.0,0.0
434,All In My Mind,Maxine Brown,19,1961-02-13,0.0,0.0
435,If I Knew,Nat King Cole,91,1961-01-02,0.0,0.0
436,First Taste Of Love,Ben E. King,54,1961-01-30,0.0,0.0
437,Spanish Harlem,Ben E. King,10,1961-03-13,0.0,0.0
438,What Would I Do,Mickey & Sylvia,47,1961-02-13,0.0,0.0
439,Emotions,Brenda Lee,7,1961-02-13,0.0,0.0
440,Milk Cow Blues,Ricky Nelson,80,1961-01-16,0.0,0.0
441,Make Someone Happy,Perry Como,80,1961-01-02,0.0,0.0
442,Angel On My Shoulder,Shelby Flint,22,1961-02-27,0.0,0.0
443,Oh Lonesome Me,Johnny Cash With The Gene Lowery Singers,97,1961-01-02,0.0,0.0
444,You Are The Only One,Ricky Nelson,27,1961-01-16,0.0,0.0
445,Them That Got,Ray Charles and his Orchestra,58,1961-02-13,0.0,0.0
446,No One,Connie Francis,34,1961-02-27,0.0,0.0
447,You've Got To Love Her With A Feeling,Freddy King,93,1961-01-16,0.0,0.0
448,Jimmy's Girl,Johnny Tillotson,25,1961-02-27,0.0,0.0
449,Muskrat Ramble,Freddy Cannon,56,1961-01-30,0.0,0.0
450,Where The Boys Are,Connie Francis,5,1961-03-13,0.0,0.0
451,The Story Of My Love,Paul Anka,17,1961-02-13,0.0,0.0
452,Sound-Off,Titus Turner,79,1961-01-30,0.0,0.0
453,If I Didn't Care,The Platters,40,1961-01-30,0.0,0.0
454,Baby Sittin' Boogie,Buzz Clifford,6,1961-03-13,0.0,0.0
455,At Last,Etta James,49,1961-01-30,0.0,0.0
456,My Empty Arms,Jackie Wilson,15,1961-01-30,0.0,0.0
457,When I Fall In Love,Etta Jones,65,1961-02-27,0.0,0.0
458,Leave My Kitten Alone,Little Willie John,61,1961-02-13,0.0,0.0
459,Don't Worry,Marty Robbins,4,1961-03-13,0.0,0.0
460,(I Wanna) Love My Life Away,Gene Pitney,39,1961-02-27,0.0,0.0
461,Ain't That Just Like A Woman,Fats Domino,33,1961-02-27,0.0,0.0
462,What A Price,Fats Domino,27,1961-02-13,0.0,0.0
463,Honky Tonk (Part 2),Bill Doggett,59,1961-03-27,0.0,0.0
464,Gee Whiz (Look At His Eyes),Carla Thomas,10,1961-03-27,0.0,0.0
465,Trouble In Mind,Nina Simone,93,1961-01-30,0.0,0.0
466,Ginnie Bell,Paul Dino,38,1961-04-10,0.0,0.0
467,Dedicated To The One I Love,The Shirelles,3,1961-03-27,0.0,0.0
468,Dedicated To The One I Love,"The ""5"" Royales",81,1961-02-13,0.0,0.0
469,The Exodus Song (This Land Is Mine),Pat Boone,64,1961-02-13,0.0,0.0
470,Close Together,Jimmy Reed,68,1961-02-13,0.0,0.0
471,You Can Have Her,Roy Hamilton,16,1961-03-13,0.0,0.0
472,Bye Bye Baby,Mary Wells,45,1961-04-10,0.0,0.0
473,Ebony Eyes,The Everly Brothers,9,1961-02-27,0.0,0.0
474,The Tear Of The Year,Jackie Wilson,44,1961-01-30,0.0,0.0
475,I'm Learning About Love,Brenda Lee,33,1961-02-13,0.0,0.0
476,Good Time Baby,Bobby Rydell,12,1961-03-13,0.0,0.0
477,Pony Time,Chubby Checker,1,1961-02-27,0.0,0.0
478,Wait A Minute,The Coasters,37,1961-02-27,0.0,0.0
479,Lazy River,Bobby Darin,14,1961-03-27,0.0,0.0
480,Walk Right Back,The Everly Brothers,7,1961-03-27,0.0,0.0
481,Little Boy Sad,Johnny Burnette,17,1961-03-13,0.0,0.0
482,Your Friends,Dee Clark,38,1961-03-13,0.0,0.0
483,Keep Your Hands Off Of Him,Damita Jo,75,1961-02-27,0.0,0.0
484,Don't Let Him Shop Around,Debbie Dean,92,1961-02-13,0.0,0.0
485,Cherié,Bobby Rydell,54,1961-02-27,0.0,0.0
486,What About Me,Don Gibson,100,1961-02-13,0.0,0.0
487,A Texan And A Girl From Mexico,Anita Bryant,85,1961-02-27,0.0,0.0
488,For My Baby,Brook Benton,49,1961-03-13,0.0,0.0
489,Havin' Fun,Dion,49,1961-02-27,0.0,0.0
490,Stayin' In,Bobby Vee,33,1961-03-13,0.0,0.0
491,Think Twice,Brook Benton,12,1961-03-27,0.0,0.0
492,Please Love Me Forever,Cathy Jean and The Roommates,12,1961-04-24,0.0,0.0
493,Ja-Da,Johnny And The Hurricanes,86,1961-02-27,0.0,0.0
494,Let's Go Again (Where We Went Last Night),Hank Ballard And The Midnighters,44,1961-03-27,0.0,0.0
495,The Watusi,The Vibrations,28,1961-03-27,0.0,0.0
496,Happy Birthday Blues,Kathy Young With The Innocents,32,1961-03-13,0.0,0.0
497,To Be Loved (Forever),The Pentagons,50,1961-04-10,0.0,0.0
498,More Than I Can Say,Bobby Vee,69,1961-03-27,0.0,0.0
499,All Of Everything,Frankie Avalon,70,1961-03-13,0.0,0.0
500,Pony Express,Danny & The Juniors,60,1961-03-13,0.0,0.0
501,The Touchables,Dickie Goodman,60,1961-03-27,0.0,0.0
502,I Don't Want To Cry,Chuck Jackson,40,1961-03-13,0.0,0.0
503,I've Told Every Little Star,Linda Scott,4,1961-05-08,0.0,0.0
504,Just For Old Time's Sake,The McGuire Sisters,21,1961-05-22,0.0,0.0
505,Early Every Morning (Early Every Evening Too),Dinah Washington,95,1961-03-13,0.0,0.0
506,Blue Moon,The Marcels,1,1961-04-10,0.0,0.0
507,Your One And Only Love,Jackie Wilson,40,1961-03-27,0.0,0.0
508,Please Tell Me Why,Jackie Wilson,22,1961-04-10,0.0,0.0
509,The Very Thought Of You,Little Willie John,64,1961-04-10,0.0,0.0
510,Merry-Go-Round,Marv Johnson,61,1961-04-10,0.0,0.0
511,Tonight I Fell In Love,The Tokens,15,1961-05-08,0.0,0.0
512,Milord,Edith Piaf,88,1961-03-13,0.0,0.0
513,Runaway,Del Shannon,1,1961-04-24,0.0,0.0
514,"Tonight My Love, Tonight",Paul Anka,16,1961-04-24,0.0,0.0
515,Lonely Blue Nights,Rosie,74,1961-03-27,0.0,0.0
516,Find Another Girl,Jerry Butler,27,1961-04-24,0.0,0.0
517,One Mint Julep,Ray Charles,8,1961-05-08,0.0,0.0
518,Portrait Of My Love,Steve Lawrence,9,1961-05-08,0.0,0.0
519,Take Good Care Of Her,Adam Wade,7,1961-05-08,0.0,0.0
520,Trust In Me,Etta James,32,1961-04-10,0.0,0.0
521,The Second Time Around,Frank Sinatra,51,1961-04-10,0.0,0.0
522,That's It - I Quit - I'm Movin' On,Sam Cooke,31,1961-03-27,0.0,0.0
523,Fell In Love On Monday,Fats Domino,33,1961-04-10,0.0,0.0
524,Foolin' Around,Kay Starr,49,1961-05-08,0.0,0.0
525,The Blizzard,Jim Reeves,77,1961-04-10,0.0,0.0
526,"Ain't It, Baby",The Miracles,49,1961-04-24,0.0,0.0
527,Daddy's Home,Shep And The Limelites,3,1961-05-22,0.0,0.0
528,Sleepy-Eyed John,Johnny Horton,56,1961-04-24,0.0,0.0
529,Little Pedro,The Olympics,76,1961-04-10,0.0,0.0
530,Triangle,Janie Grant,29,1961-06-05,0.0,0.0
531,Some Kind Of Wonderful,The Drifters,36,1961-04-10,0.0,0.0
532,Shu Rah,Fats Domino,32,1961-04-24,0.0,0.0
533,Mother-In-Law,Ernie K-Doe,1,1961-05-22,0.0,0.0
534,A Hundred Pounds Of Clay,Gene McDaniels,3,1961-05-08,0.0,0.0
535,You Can Depend On Me,Brenda Lee,6,1961-05-08,0.0,0.0
536,Running Scared,Roy Orbison,1,1961-06-05,0.0,0.0
537,Trees,The Platters,70,1961-04-10,0.0,0.0
538,The Continental Walk,Hank Ballard And The Midnighters,35,1961-05-08,0.0,0.0
539,Saved,LaVern Baker,37,1961-05-08,0.0,0.0
540,A Scottish Soldier (Green Hills of Tyrol),Andy Stewart,76,1961-07-03,0.0,0.0
541,The Next Kiss (Is The Last Goodbye),Conway Twitty,77,1961-04-24,0.0,0.0
542,What'd I Say,Jerry Lee Lewis And His Pumping Piano,30,1961-05-08,0.0,0.0
543,(It Never Happens) In Real Life,Chuck Jackson,47,1961-05-22,0.0,0.0
544,I'll Just Have A Cup Of Coffee (Then I'll Go),Claude Gray,86,1961-04-10,0.0,0.0
545,California Sun,Joe Jones,96,1961-04-10,0.0,0.0
546,Lullaby Of Love,Frank Gari,23,1961-06-05,0.0,0.0
547,Three Hearts In A Tangle,Roy Drusky,41,1961-07-03,0.0,0.0
548,Hello Walls,Faron Young,12,1961-06-05,0.0,0.0
549,Frogg,The Brothers Four,35,1961-04-24,0.0,0.0
550,Flaming Star,Elvis Presley With The Jordanaires,16,1961-05-08,0.0,0.0
551,I'm A Fool To Care,Joe Barry,25,1961-06-05,0.0,0.0
552,Mama Said,The Shirelles,4,1961-06-05,0.0,0.0
553,Breakin' In A Brand New Broken Heart,Connie Francis,8,1961-05-22,0.0,0.0
554,Be My Boy,Paris Sisters,58,1961-05-08,0.0,0.0
555,Peanut Butter,The Marathons,20,1961-06-19,0.0,0.0
556,The Wayward Wind,Gogi Grant,50,1961-06-05,0.0,0.0
557,The Bilbao Song,Andy Williams,37,1961-06-05,0.0,0.0
558,Better Tell Him No,The Starlets,38,1961-06-19,0.0,0.0
559,Tragedy,The Fleetwoods,11,1961-06-05,0.0,0.0
560,The Touchables In Brooklyn,Dickie Goodman,42,1961-05-22,0.0,0.0
561,(Dance The) Mess Around,Chubby Checker,24,1961-05-08,0.0,0.0
562,"Good, Good Lovin'",Chubby Checker,45,1961-05-08,0.0,0.0
563,Tossin' And Turnin',Bobby Lewis,1,1961-07-17,0.0,0.0
564,Little Egypt (Ying-Yang),The Coasters,23,1961-06-19,0.0,0.0
565,Girl Of My Best Friend,Ral Donner,20,1961-06-05,0.0,0.0
566,Travelin' Man,Ricky Nelson,2,1961-06-05,0.0,0.0
567,A Dollar Down,The Limeliters,69,1961-05-08,0.0,0.0
568,Hello Mary Lou,Ricky Nelson,9,1961-05-22,0.0,0.0
569,Little Devil,Neil Sedaka,13,1961-06-05,0.0,0.0
570,That Old Black Magic,Bobby Rydell,25,1961-05-22,0.0,0.0
571,A Love Of My Own,Carla Thomas,56,1961-06-05,0.0,0.0
572,In My Heart,The Timetones,60,1961-05-22,0.0,0.0
573,Rama Lama Ding Dong,The Edsels,21,1961-06-19,0.0,0.0
574,Halfway To Paradise,Tony Orlando,39,1961-06-05,0.0,0.0
575,Big Big World,Johnny Burnette,62,1961-06-05,0.0,0.0
576,Moody River,Pat Boone,1,1961-06-19,0.0,0.0
577,Raindrops,Dee Clark,4,1961-07-03,0.0,0.0
578,Our Love Is Here To Stay,Dinah Washington,89,1961-05-22,0.0,0.0
579,Kissin Game,Dion,92,1961-05-08,0.0,0.0
580,Life's A Holiday,Jerry Wallace,91,1961-05-08,0.0,0.0
581,Count Every Star,Donnie and The Dreamers,35,1961-06-19,0.0,0.0
582,Stand By Me,Ben E. King,4,1961-06-19,0.0,0.0
583,Those Oldies But Goodies (Remind Me Of You),Little Caesar and The Romans,9,1961-07-03,0.0,0.0
584,Buzz Buzz A-Diddle-It,Freddy Cannon,51,1961-06-05,0.0,0.0
585,Heart And Soul,The Cleftones,18,1961-06-19,0.0,0.0
586,The Boll Weevil Song,Brook Benton,2,1961-07-17,0.0,0.0
587,Driving Wheel,Junior Parker,100,1961-05-22,0.0,0.0
588,(I've Got) Spring Fever,Little Willie John,71,1961-06-05,0.0,0.0
589,The Writing On The Wall,Adam Wade,5,1961-07-03,0.0,0.0
590,I Can't Do It By Myself,Anita Bryant,87,1961-05-22,0.0,0.0
591,Quarter To Three,U.S. Bonds,1,1961-07-03,0.0,0.0
592,I Fall To Pieces,Patsy Cline,14,1961-08-28,0.0,0.0
593,Lonesome Whistle Blues,Freddy King,88,1961-06-05,0.0,0.0
594,Tell Me Why,The Belmonts,18,1961-07-17,0.0,0.0
595,It Keeps Rainin',Fats Domino,24,1961-07-03,0.0,0.0
596,I Feel So Bad,Elvis Presley,5,1961-06-05,0.0,0.0
597,Barbara-Ann,The Regents,13,1961-06-19,0.0,0.0
598,My Kind Of Girl,Matt Monro,18,1961-07-31,0.0,0.0
599,How Many Tears,Bobby Vee,70,1961-06-05,0.0,0.0
600,Wild In The Country,Elvis Presley With The Jordanaires,27,1961-06-19,0.0,0.0
601,Tonight (Could Be The Night),The Velvets featuring Virgil Johnson,26,1961-07-17,0.0,0.0
602,Cupid,Sam Cooke,17,1961-07-31,0.0,0.0
603,Temptation,The Everly Brothers,29,1961-06-19,0.0,0.0
604,"I Like It Like That, Part 1",Chris Kenner,2,1961-07-31,0.0,0.0
605,Jimmy Martinez,Marty Robbins,51,1961-06-19,0.0,0.0
606,A Little Feeling (Called Love),Jack Scott,91,1961-06-05,0.0,0.0
607,Hold Back The Tears,The Delacardos,78,1961-07-03,0.0,0.0
608,Stick With Me Baby,The Everly Brothers,41,1961-06-19,0.0,0.0
609,Please Stay,The Drifters,15,1961-07-31,0.0,0.0
610,Hats Off To Larry,Del Shannon,5,1961-07-31,0.0,0.0
611,Rainin' In My Heart,Slim Harpo,34,1961-07-17,0.0,0.0
612,Big Boss Man,Jimmy Reed,81,1961-06-05,0.0,0.0
613,Sacred,The Castells,20,1961-07-31,0.0,0.0
614,San Antonio Rose,Floyd Cramer,8,1961-07-17,0.0,0.0
615,Right Or Wrong,Wanda Jackson,38,1961-08-14,0.0,0.0
616,Dance On Little Girl,Paul Anka,11,1961-07-17,0.0,0.0
617,Nature Boy,Bobby Darin,47,1961-07-03,0.0,0.0
618,Dum Dum,Brenda Lee,4,1961-07-31,0.0,0.0
619,I'll Never Be Free,Kay Starr,94,1961-07-03,0.0,0.0
620,"No, No, No",The Chanters,41,1961-07-31,0.0,0.0
621,I'm Gonna Move To The Outskirts Of Town,Ray Charles,87,1961-06-19,0.0,0.0
622,The Float,Hank Ballard And The Midnighters,92,1961-06-19,0.0,0.0
623,I'm Gonna Knock On Your Door,Eddie Hodges,12,1961-08-28,0.0,0.0
624,Fool That I Am,Etta James,50,1961-07-03,0.0,0.0
625,I've Got News For You,Ray Charles,71,1961-07-03,0.0,0.0
626,Daydreams,Johnny Crawford,80,1961-06-19,0.0,0.0
627,Watch Your Step,Bobby Parker,56,1961-07-03,0.0,0.0
628,Let's Twist Again,Chubby Checker,8,1961-08-14,0.0,0.0
629,Never On Sunday,The Chordettes,13,1961-08-14,0.0,0.0
630,Sea Of Heartbreak,Don Gibson,21,1961-08-28,0.0,0.0
631,Te-Ta-Te-Ta-Ta,Ernie K-Doe,53,1961-07-17,0.0,0.0
632,Wooden Heart,Joe Dowell,1,1961-08-28,0.0,0.0
633,Eventually,Brenda Lee,72,1961-07-03,0.0,0.0
634,Pretty Little Angel Eyes,Curtis Lee,7,1961-08-14,0.0,0.0
635,The Switch-A-Roo,Hank Ballard And The Midnighters,26,1961-07-31,0.0,0.0
636,Dream,Etta James,55,1961-07-03,0.0,0.0
637,I'll Be There,Damita Jo,12,1961-08-14,0.0,0.0
638,Tender Years,George Jones,77,1961-07-17,0.0,0.0
639,Granada,Frank Sinatra,64,1961-07-17,0.0,0.0
640,My True Story,The Jive Five With Joe Rene And Orchestra,3,1961-09-11,0.0,0.0
641,Princess,Frank Gari,30,1961-08-28,0.0,0.0
642,Broken Hearted,The Miracles,97,1961-07-03,0.0,0.0
643,One Summer Night,The Diamonds,25,1961-08-14,0.0,0.0
644,The Fish,Bobby Rydell,25,1961-07-31,0.0,0.0
645,That's What Girls Are Made For,The Spinners,29,1961-07-31,0.0,0.0
646,Take A Fool's Advice,Nat King Cole,71,1961-07-31,0.0,0.0
647,I Dreamed Of A Hill-Billy Heaven,Tex Ritter,20,1961-08-28,0.0,0.0
648,Don't Bet Money Honey,Linda Scott,9,1961-08-28,0.0,0.0
649,Heart And Soul,Jan & Dean,31,1961-07-17,0.0,0.0
650,Together,Connie Francis,8,1961-07-31,0.0,0.0
651,Mighty Good Lovin',The Miracles,51,1961-08-14,0.0,0.0
652,You Don't Know What You've Got (Until You Lose It),Ral Donner,5,1961-08-28,0.0,0.0
653,Now You Know,Little Willie John,93,1961-07-31,0.0,0.0
654,I Don't Want To Take A Chance,Mary Wells,33,1961-08-28,0.0,0.0
655,"Starlight, Starbright",Linda Scott,44,1961-08-28,0.0,0.0
656,A Thing Of The Past,The Shirelles,46,1961-08-14,0.0,0.0
657,Wishin' On A Rainbow,Phill Wilson,91,1961-07-17,0.0,0.0
658,What A Sweet Thing That Was,The Shirelles,54,1961-07-31,0.0,0.0
659,Black Land Farmer,Frankie Miller,82,1961-07-31,0.0,0.0
660,Too Many Rules,Connie Francis,84,1961-07-17,0.0,0.0
661,Runaround,The Regents,28,1961-08-14,0.0,0.0
662,What Would You Do?,Jim Reeves,75,1961-07-31,0.0,0.0
663,Transistor Sister,Freddy Cannon,44,1961-09-11,0.0,0.0
664,As If I Didn't Know,Adam Wade,10,1961-09-11,0.0,0.0
665,I'm A Telling You,Jerry Butler,25,1961-08-28,0.0,0.0
666,A Little Bit Of Soap,The Jarmels,19,1961-09-11,0.0,0.0
667,Here In My Heart,Al Martino,86,1961-08-14,0.0,0.0
668,I'll Never Smile Again,The Platters,25,1961-09-11,0.0,0.0
669,Amor,Ben E. King,22,1961-08-28,0.0,0.0
670,Missing You,Ray Peterson,29,1961-09-25,0.0,0.0
671,Tears On My Pillow,The McGuire Sisters,59,1961-08-14,0.0,0.0
672,It's Gonna Work Out Fine,Ike & Tina Turner,18,1961-09-25,0.0,0.0
673,I Just Don't Understand,Ann-Margret,17,1961-09-11,0.0,0.0
674,The Bells Are Ringing,The Van Dykes,100,1961-07-31,0.0,0.0
675,All I Have To Do Is Dream,The Everly Brothers,96,1961-07-31,0.0,0.0
676,Hurt,Timi Yuro,4,1961-09-11,0.0,0.0
677,Let The Four Winds Blow,Fats Domino,15,1961-08-28,0.0,0.0
678,School Is Out,Gary U.S. Bonds,7,1961-08-28,0.0,0.0
679,When We Get Married,The Dreamlovers,13,1961-09-11,0.0,0.0
680,Let Me Belong To You,Brian Hyland,20,1961-09-25,0.0,0.0
681,Crying,Roy Orbison,2,1961-10-09,0.0,0.0
682,Candy Man,Roy Orbison,25,1961-11-06,0.0,0.0
683,"Don't Cry, Baby",Etta James,39,1961-09-11,0.0,0.0
684,Lover's Island,The Blue Jays,35,1961-09-25,0.0,0.0
685,Bless You,Tony Orlando,15,1961-10-09,0.0,0.0
686,Without You,Johnny Tillotson,9,1961-09-25,0.0,0.0
687,Every Breath I Take,Gene Pitney,42,1961-09-11,0.0,0.0
688,"Who Put The Bomp (In The Bomp, Bomp, Bomp)",Barry Mann,7,1961-09-25,0.0,0.0
689,Take Good Care Of My Baby,Bobby Vee,1,1961-09-25,0.0,0.0
690,Frankie And Johnny,Brook Benton,20,1961-09-11,0.0,0.0
691,Little Sister,Elvis Presley,6,1961-09-25,0.0,0.0
692,Nothing But Good,Hank Ballard And The Midnighters,49,1961-08-28,0.0,0.0
693,Look In My Eyes,The Chantels,14,1961-10-23,0.0,0.0
694,Years From Now,Jackie Wilson,40,1961-09-11,0.0,0.0
695,Kissin' On The Phone,Paul Anka,35,1961-09-11,0.0,0.0
696,You're The Reason,Joe South,94,1961-08-28,0.0,0.0
697,You're The Reason,Bobby Edwards,11,1961-11-20,0.0,0.0
698,Romeo,Janie Grant,75,1961-09-11,0.0,0.0
699,"Baby, You're Right",James Brown And The Famous Flames,56,1961-09-11,0.0,0.0
700,I Wake Up Crying,Chuck Jackson,59,1961-09-11,0.0,0.0
701,Big Cold Wind,Pat Boone,19,1961-09-25,0.0,0.0
702,Jeremiah Peabody's Poly Unsaturated Quick Dissolving Fast Acting Pleasant T,Ray Stevens,46,1961-09-11,0.0,0.0
703,Donald Where's Your Troosers?,Andy Stewart,77,1961-09-11,0.0,0.0
704,Sweet Little You,Neil Sedaka,59,1961-09-25,0.0,0.0
705,Keep On Dancing,Hank Ballard And The Midnighters,66,1961-09-11,0.0,0.0
706,Baby You're So Fine,Mickey & Sylvia,57,1961-09-11,0.0,0.0
707,One Track Mind,Bobby Lewis,11,1961-09-25,0.0,0.0
708,(Marie's The Name) His Latest Flame,Elvis Presley,10,1961-09-25,0.0,0.0
709,You Must Have Been A Beautiful Baby,Bobby Darin,6,1961-10-09,0.0,0.0
710,Sweets For My Sweet,The Drifters,18,1961-10-23,0.0,0.0
711,Please Mr. Postman,The Marvelettes,2,1961-12-04,0.0,0.0
712,Cinderella,Paul Anka,70,1961-10-09,0.0,0.0
713,(He's) The Great Impostor,The Fleetwoods,35,1961-10-23,0.0,0.0
714,I Love You Yes I Do,Bull Moose Jackson,100,1961-09-11,0.0,0.0
715,Impossible,Gloria Lynne,98,1961-09-11,0.0,0.0
716,It's Your World,Marty Robbins,51,1961-10-09,0.0,0.0
717,Ya Ya,Lee Dorsey,9,1961-10-23,0.0,0.0
718,I Love How You Love Me,The Paris Sisters,7,1961-10-23,0.0,0.0
719,Hit The Road Jack,Ray Charles And His Orchestra With The Raelettes,1,1961-10-09,0.0,0.0
720,Let's Get Together,Hayley Mills and Hayley Mills,8,1961-10-23,0.0,0.0
721,Don't Get Around Much Anymore,The Belmonts,57,1961-10-09,0.0,0.0
722,The Way You Look Tonight,The Lettermen,13,1961-10-23,0.0,0.0
723,Sad Movies (Make Me Cry),Sue Thompson,5,1961-10-23,0.0,0.0
724,Bristol Stomp,The Dovells,2,1961-10-23,0.0,0.0
725,Runaround Sue,Dion,1,1961-10-23,0.0,0.0
726,This Time,Troy Shondell,6,1961-10-23,0.0,0.0
727,Back To The Hop,Danny & The Juniors,86,1961-09-25,0.0,0.0
728,Bright Lights Big City,Jimmy Reed,58,1961-10-23,0.0,0.0
729,The Fly,Chubby Checker,8,1961-11-06,0.0,0.0
730,Sad Movies (Make Me Cry),The Lennon Sisters,56,1961-10-09,0.0,0.0
731,Don't Blame Me,The Everly Brothers,23,1961-10-23,0.0,0.0
732,It's All Right,Sam Cooke,93,1961-09-25,0.0,0.0
733,Just Out Of Reach (Of My Two Open Arms),Solomon Burke,24,1961-11-20,0.0,0.0
734,Faraway Star,The Chordettes,90,1961-09-25,0.0,0.0
735,Feel It,Sam Cooke,56,1961-10-23,0.0,0.0
736,So Long Baby,Del Shannon,31,1961-10-09,0.0,0.0
737,(He's My) Dreamboat,Connie Francis,16,1961-11-06,0.0,0.0
738,Hollywood,Connie Francis,42,1961-11-06,0.0,0.0
739,I Understand (Just How You Feel),The G-Clefs,9,1961-12-04,0.0,0.0
740,It's Just A House Without You,Brook Benton,45,1961-10-23,0.0,0.0
741,Heartaches,The Marcels,13,1961-12-04,0.0,0.0
742,Muskrat,The Everly Brothers,82,1961-10-09,0.0,0.0
743,Moon River,Jerry Butler,14,1961-12-04,0.0,0.0
744,Moon River,Henry Mancini And His Orchestra,12,1961-12-18,0.0,0.0
745,Here Comes The Night,Ben E. King,81,1961-10-23,0.0,0.0
746,Tower Of Strength,Gene McDaniels,6,1961-11-20,0.0,0.0
747,What A Party,Fats Domino,22,1961-11-06,0.0,0.0
748,Big John,The Shirelles,24,1961-11-06,0.0,0.0
749,Anybody But Me,Brenda Lee,31,1961-10-23,0.0,0.0
750,Rock-A-Bye Your Baby With A Dixie Melody,Aretha Franklin,39,1961-11-20,0.0,0.0
751,Morning After,Mar-Keys,60,1961-11-06,0.0,0.0
752,A Wonder Like You,Rick Nelson,13,1961-11-06,0.0,0.0
