,Unnamed: 0.1,Unnamed: 0,title,artist,rank,date,lyrics_x,lyrics_y,final_lyrics,lyrics-scraped
468,468,1508,"The Wreck Of The ""John B""",Jimmie Rodgers,98,1960-08-01,,,,
469,469,1504,My Love,Nat King Cole-Stan Kenton,77,1960-08-01,,,,
470,470,1503,Happy Shades Of Blue,Freddie Cannon,93,1960-08-01,,,,"[Verse 1]
Ah, bluebells on my doorstep
Ah, blue skies up above
Ah, bluebirds over the mountain
And your blue ribbon love (Ah, ah, ah, ah)

[Pre-Chorus]
Shinin' in your blue eyes
I'm a lucky man
Ah bluebells, ah blue skies
Ah bluebirds, ah blue eyes
I got the blues
And I got 'em glad

[Chorus]
(Oh, oh, oh)
(Hap, happy shades of blue)
Over you, I mean Y-O-U
I gotta (Hap, happy shades of blue)
Over you
(Oh, oh, oh)
(Hap, happy shades of blue)
Over you, I mean Y-O-U
I gotta (Hap, happy shades of blue)
Over you
[Piano Solo]

[Verse 2]
Some folks sing a blue song
When they're feelin' sad
A blue straight out of St. Louis
Always got it bad (Ah, ah, ah, ah)

[Pre-Chorus]
Now I don't understand them
Cause I've always had (Whadda you have?)
Ah bluebells, ah blue skies
Ah bluebirds, ah blue eyes
I got the blues
And I got 'em glad

[Chorus]
(Oh, oh, oh)
(Hap, happy shades of blue)
Over you, I mean Y-O-U
I got a hap, happy shades of blue
Over you
(Oh, oh, oh)
(Hap, happy shades of blue)
Over you, I mean Y-O-U
I got a hap, happy shades of blue
Over you"
471,471,1502,If I Can't Have You,Etta & Harvey,92,1960-08-01,,,,
473,473,1523,Swingin' Down The Lane,Jerry Wallace,89,1960-08-01,,,,
494,494,1618,The Brigade Of Broken Hearts,Paul Evans,82,1960-08-15,,,,
495,495,1616,Blue Velvet,The Statues,84,1960-08-15,,,,
500,500,1606,The Last Dance,The McGuire Sisters,99,1960-08-15,,,,
501,501,1605,Kookie Little Paradise,The Tree Swingers,98,1960-08-15,,,,
502,502,1602,Pineapple Princess,Annette With The Afterbeats,95,1960-08-15,,,,
506,506,1637,Never On Sunday,Don Costa And His Orchestra And Chorus,65,1960-08-15,,,,
507,507,1641,Yogi,The Ivy Three,57,1960-08-15,,,,"(Hey, Boo-Boo!)

I saw a kook, who was standing on his head
He flipped his lid, like he should have been in bed
I said, ""What's this, man?""
He looked at me and said
I'm a Yogi
I'm a Yogi, baby
I'm a Yogi
I'm a Yogi, baby

Hey, Boo-Boo!

And then the cat started strutting on hot coals
He was wearing sneaks, but they were so full of holes
He sang right out from the bottom of his soles
I'm a Yogi
I'm a Yogi, baby
I'm a Yogi
I'm a Yogi, baby

Hey, Boo-Boo!

""Now listen here, baby,"" the Yogi man said
""It's all a matter of the mind -
Just commune with your innermost being
And, baby, you'll be just fine.""
He was hip, all right, wasn't he?

So I tried my best to dig my inner mе
I walked on coals, my hair below my knee
Until at last I heard mе say perfectly
I'm a Yogi
I'm a Yogi, baby
I'm a Yogi
I'm a Yogi, baby

Hey, Boo-Boo!
Hey, Boo-Boo!
Hey, Boo-Boo!"
511,511,1765,I Walk The Line,Jaye P. Morgan,71,1960-08-29,,,,
512,512,1767,This Old Heart,James Brown And The Famous Flames,88,1960-08-29,,,,"This old heart
Can't stand much more
This old heart
Can't stand much more

Though I'm hurting
I won't take it, no no

This old heart
Can't bear this pain
This old heart
Can't bear this pain
If you love me
You won't hurt me
And refrain

You took my love
And now you're gone
You took my heart
And gone on home
I know, pretty baby
That you won't be true
And I don't care what you do

This old heart
Can't bear this pain
This old heart
Can't bear this pain
If you love me
You won't hurt me
And refrain
OW!
You took my love
And now you're gone
You took my heart
And you gone on home
I know, pretty baby
That you won't be true
And I don't care what you do

This old heart
Can't stand no more
This old heart
Can't stand no more

Though I'm hurting
I won't take it, no no
Though I'm hurting
I won't take it, no no
Though I'm hurting
I won't take it, no no
Though I'm hurting
I won't take it, no no"
514,514,1770,Vaquero (Cowboy),The Fireballs,99,1960-08-29,,,,
515,515,1771,A Teenager Feels It Too,Denny Reed,100,1960-08-29,,,,
516,516,1768,Many A Wonderful Moment,Rosemary Clooney,86,1960-08-29,,,,
517,517,1763,Come Back,Jimmy Clanton,85,1960-08-29,,,,
518,518,1751,Diamonds And Pearls,The Paradons,81,1960-08-29,,,,
525,525,1798,The Lovin' Touch,Mark Dinning,92,1960-08-29,,,,
526,526,1794,Shortnin' Bread,The Bell Notes,96,1960-08-29,,,,
527,527,1793,Revival,Johnny And The Hurricanes,97,1960-08-29,,,,
529,529,1780,Kommotion,Duane Eddy,78,1960-08-29,,,,
530,530,1778,Delia Gone,Pat Boone,66,1960-08-29,,,,
540,540,1871,And Now,Della Reese,72,1960-09-12,,,,
548,548,1894,Since I Met You Baby,Bobby Vee,81,1960-09-12,,,,
549,549,1893,Journey Of Love,The Crests featuring Johnny Mastro,85,1960-09-12,,,,
552,552,1889,Rocking Goose,Johnny And The Hurricanes,82,1960-09-12,,,,
554,554,1885,Don't Be Cruel,Bill Black's Combo,96,1960-09-12,,,,"You know I can be found
Sitting home all alone
If you can't come around
At least please telephone
Dont be cruel to a heart thats true
Baby, if I made you mad
For something I might have said
Please, lets forget the past
The future looks bright ahead
Dont be cruel to a heart thats true
I dont want no other love
Baby its just you Im thinking of
Dont stop thinking of me
Dont make me feel this way
Come on over here and love me
You know what I want you to say
Dont be cruel to a heart thats true
Why should we be apart?
I really love you baby, cross my heart
Lets walk up to the preacher
And let us say I do
Then youll know youll have me
And Ill know that Ill have you
Dont be cruel to a heart thats true
I dont want no other love
Baby its just you Im thinking of
Dont be cruel to a heart thats true
Dont be cruel to a heart thats true
I dont want no other love
Baby its just you Im thinking of"
557,557,1880,Tonights The Night,The Shirelles,97,1960-09-12,,,,"You said you're gonna meet me
Tonight's the night
You said you're gonna kiss me
Tonight's the night
Well I don't know
Said I don't know right now
I might love you so

You say you're gonna beg me
Turn the lights down low
You said you're gonna make me
Feel all aglow
Well I don't know
Well I don't know right now
I might love you so

I might love you so much
You may break my heart
I may want you so much
And all my dream been torn apart
You say you're gonna love me
Tonight's the night
You say you're gonna hold me
Tonight's the night
I don't know
Said I don't know right now
I might love you so
Let's take a chance
Gonna be a great romance
Movin' right now
Gonna be a great romance
Gonna be a great romance"
558,558,1879,Tonight's The Night,The Chiffons,89,1960-09-12,,,,
562,562,1839,Time Machine,Dante and the Evergreens,100,1960-09-12,,,,
566,566,1972,Somebody To Love,Bobby Darin,75,1960-09-26,,,,"I've been all over this country
I've been halfway 'round the world
I've been traveling so dog gone much
That I haven't got a steady girl

Somebody to love (somebody to love)
Somebody to love (somebody to love)
Somebody to call me turtledove
Somebody to love

Yes, I guess I've been lucky
I've had me fortune and fame
But I would give up my rovin' days
Just to change some girlie's name

Somebody to love (somebody to love)
Somebody to love (somebody to love)
Somebody to call me turtledove
Somebody to love

I've been hurtin' (he's been hurtin')
Such a long, long time (long, long time)
I've been searchin' (he's been searchin')
Where's that girl of mine?

Won't you hear me now
If there's somebody listenin'
Won't you answer my plea?
Won't you send me a good, good girl
Just to spend her life with me?
Somebody to love (somebody to love)
Somebody to love (somebody to love)
Somebody to call me turtledove
Somebody to love

I've been hurtin' (he's been hurtin')
Such a long, long time (long, long time)
And I've been searchin' (he's been searchin')
Where's that girl of mine

Won't you hear me now
If there's somebody listenin'
Won't you answer my plea?
Won't you send me a good, good girl
Just to spend her life with me

Somebody to love (somebody to love)
Somebody to love (somebody to love)
Somebody to call me turtledove
Somebody to love

Somebody to love (somebody to love)
Somebody to love (somebody to love)
Somebody to call me turtledove
Somebody to love
Somebody to love
Somebody to love
Need someone to love
I need me your love"
569,569,1968,Twistin' U.S.A.,Danny & The Juniors,71,1960-09-26,,,,
576,576,1976,"Let's Go, Let's Go, Let's Go",Hank Ballard And The Midnighters,77,1960-09-26,,,,
577,577,1997,Summer's Gone,Paul Anka,97,1960-09-26,,,,"[Verse 1]
Summer's gone
And no songbirds are singing
'Cause you're gone
Gone from my arms
Gone from my lips
But you're still in my heart

[Verse 2]
What to do?
Oh, I'm left here just crying
Over you
Oh, I'm so blue
What can I do
Now, that you're gone?

[Bridge]
The days, they grow long, now, that you're gone
My nights, they leave me blue (Are so blue)
I don't know why there are tears in my eyes
Can it mean that I'm still in love with you?

[Verse 1]
Summer's gone
And no songbirds are singing
Because oh, you're gone
Gone from my arms (From my arms)
Gone from my lips (From my lips)
But still in my heart (Still in my heart, still in my heart)
[Verse 1]
Summer's gone
And no songbirds are singing
Because oh, you're gone
Gone from my arms
Gone from my lips
But still in my heart

[Outro]
(Summer's gone)
(But you're still in my heart)"
579,579,1995,Alvin For President,David Seville And The Chipmunks,95,1960-09-26,,,,
580,580,1991,Temptation,Roger Williams,91,1960-09-26,,,,
581,581,1975,Is You Is Or Is You Ain't My Baby,Buster Brown,88,1960-09-26,,,,
585,585,1983,You Talk Too Much,Frankie Ford,99,1960-09-26,,,,
592,592,1935,Wait,Jimmy Clanton,100,1960-09-26,,,,
595,595,2070,Just A Little,Brenda Lee,70,1960-10-10,,,,"Mmm, just a little, just a little, just a little

Don't you love me, just a little?
Don't you want me, just a little?
Can't you thrill me, just a little?
Mmm, say you love me, just a little
Just a little

Can't you kiss me, just a little?
Don't you miss me, just a little?
Don't you love me, just a little?
Mmm, say you want me, just a little
Just a little

I told you, baby, a million times
You're just about to make-a me lose my mind
I'm gettin' tired of playin' a-second fiddle
Mmm, just a little

Say you love me, just a little
Say you want me, just a little
Can't you thrill me, just a little?
Mmm, say you love me

I told you, baby, a million times
You're just about to make-a me lose my mind
I'm gettin' tired of playin' a-second fiddle
Mmm, just a little
Say you love me, just a little
Say you want me, just a little
Don't you love me, just a little?
Mmm, don't you need me, just a little?
Just a little

(Just a little, just a little, just a little, just a little)
(Just a little . . .)"
597,597,2061,My Hero,The Blue Notes,84,1960-10-10,,,,
601,601,2062,It's Not The End Of Everything,Tommy Edwards,78,1960-10-10,,,,
603,603,2050,Peter Gunn,Duane Eddy His Twangy Guitar And The Rebels,74,1960-10-10,,,,
604,604,2098,Hush-Hush,Jimmy Reed,86,1960-10-10,,,,"Hush, hush, baby, don't believe a word
Hush, hush, honey, don't believe a word
Well, you don't know nothin'
But believe everything you heard

Hush, hush, yakka yak all the time
Hush, hush, yakka yak all the time
Well, if you don't stop yakkin'
You're gonna drive me out of my mind

Hush, hush, I didn't hear a word you said
Hush, hush, didn't hear a word you said
If you don't stop talkin'
I'm gonna leave and I'm mighty afraid

Hush, hush
Hush, hush
Hush, hush
Hush, hush"
605,605,2096,Theme From The Sundowners,Felix Slatkin Orchestra and Chorus,88,1960-10-10,,,,
610,610,2082,Have Mercy Baby,The Bobbettes,96,1960-10-10,,,,
611,611,2080,(The Clickity Clack Song) Four Little Heels,Brian Hyland,97,1960-10-10,,,,
612,612,2079,I Wish I'd Never Been Born,Patti Page,71,1960-10-10,,,,
613,613,2047,Stay,Maurice Williams & The Zodiacs,40,1960-10-10,,,,"(Stay) Ah, just a little bit longer (Stay)
(Please) Please, please, please
Tell me you're going to

Now your daddy don't mind
And your mommy don't mind
If we have another dance, yeah
Just one more (One more time)


Oh, won't you stay
Just a little bit longer?
Please let me dance
And say you will (Say you will)

Won't you place your sweet lips to mine?
Won't you say you love me all of the time?

(Stay) Oh yeah, just a little bit longer (Stay)
(Please) Please, please, please
Tell me you're going to

Come on, come on, come on, stay, yeah
Come on, come on, come on, stay, yeah
Come on, come on, come on, stay, whoops
Come on, come on, come on, stay, mama mama"
621,621,2027,If She Should Come To You (La Montana),Anthony Newley,100,1960-10-10,,,,
626,626,2165,New Orleans,U.S. Bonds,48,1960-10-24,,,,
638,638,2120,The Girl With The Story In Her Eyes,Safaris with The Phantom's Band,85,1960-10-24,,,,
640,640,2118,Midnight Lace,Ray Ellis,87,1960-10-24,,,,
641,641,2113,Alabam,Pat Boone,89,1960-10-24,,,,
642,642,2111,Last Date,Lawrence Welk And His Orchestra,81,1960-10-24,,,,
643,643,2109,Night Theme,The Mark II,93,1960-10-24,,,,
644,644,2107,Midnight Lace - Part I,Ray Conniff His Orchestra And Chorus,94,1960-10-24,,,,
645,645,2106,Dance With Me Georgie,The Bobbettes,95,1960-10-24,,,,
646,646,2105,"(Theme from) ""The Dark At The Top Of The Stairs""",Ernie Freeman,97,1960-10-24,,,,
648,648,2102,Isn't It Amazing,The Crests featuring Johnny Mastro,100,1960-10-24,,,,
649,649,2101,Dear John,Pat Boone,79,1960-10-24,,,,
650,650,2110,Ballad Of The Alamo,Bud & Travis,84,1960-10-24,,,,
651,651,2123,Side Car Cycle,Charlie Ryan and the Timberline Riders,91,1960-10-24,,,,
656,656,2128,That's How Much,Brian Hyland,74,1960-10-24,,,,
659,659,2264,Ruby Duby Du From Key Witness,Charles Wolcott,66,1960-11-07,,,,
660,660,2273,Ruby Duby Du,Tobin Mathews & Co.,64,1960-11-07,,,,
667,667,2294,Once In Awhile,The Chimes,94,1960-11-07,,,,
668,668,2293,(Theme From) The Sundowners,Mantovani & His Orchestra,93,1960-11-07,,,,
672,672,2282,Whole Lot Of Shakin' Going On,Conway Twitty,82,1960-11-07,,,,
686,686,2235,Cry Cry Cry,Bobby Bland,100,1960-11-07,,,,
697,697,2389,Gloria's Theme,Adam Wade,100,1960-11-21,,,,
703,703,2313,Send Me The Pillow You Dream On,The Browns Featuring Jim Edward Brown,83,1960-11-21,,,,
705,705,2309,Will You Love Me Tomorrow,The Shirelles,87,1960-11-21,,,,
706,706,2308,"Corinna, Corinna",Ray Peterson,96,1960-11-21,,,,"I love Corrina, tell the world I do
I love Corrina, tell the world I do
I pray each night she loves me too
Corrina, Corrina, Corrina, Corrina
Corrina, Corrina, I love you so
Oh little darling, where you've been so long?
Oh little darling, where you've been so long
I ain't had no loving since you've been gone
Corrina, Corrina, Corrina, Corrina
Corrina, Corrina, I love you so
I left Corrina way across the sea
I left Corrina way across the sea
If you see Corrina, send her home to me
Corrina, Corrina, Corrina, Corrina
Corrina, Corrina, I love you so
Corrina, Corrina, Corrina, Corrina
Corrina, Corrina, I love you so
Oh darling, don't you know that I love you so?"
708,708,2304,Wonderland By Night,Louis Prima,88,1960-11-21,,,,
709,709,2303,Stranger From Durango,Richie Allen,91,1960-11-21,,,,
